"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"5012","dec11","Pennsylvania","Franklin","Shippensburg","Shippensburg University of Pennsylvania",266,"FranklinPennsylvania",0.0389738561669903,"Primarily online","6381","Public, 4-year",0.0416862560727159
"5013","dec11","Pennsylvania","Butler","Slippery Rock","Slippery Rock University of Pennsylvania",279,"ButlerPennsylvania",0.0314341533007192,"Primarily online","8803","Public, 4-year",0.031693740770192
"5014","dec11","Pennsylvania","Snyder","Selinsgrove","Susquehanna University",66,"SnyderPennsylvania",0.0323491528782324,"Primarily in person","2396","Private nonprofit, 4-year",0.0275459098497496
"5015","dec11","Pennsylvania","Delaware","Swarthmore","Swarthmore College",42,"DelawarePennsylvania",0.0413023800743542,"Primarily online","1559","Private nonprofit, 4-year",0.026940346375882
"5016","dec11","Pennsylvania","Philadelphia","Philadelphia","Temple University",991,"PhiladelphiaPennsylvania",0.0495971122378894,"Primarily online","39740","Public, 4-year",0.0249370910920986
"5017","dec11","Pennsylvania","Mercer","Greenville","Thiel College",49,"MercerPennsylvania",0.0366464395379441,"Primarily in person","742","Private nonprofit, 4-year",0.0660377358490566
"5018","dec11","Pennsylvania","Philadelphia","Philadelphia","Thomas Jefferson University",215,"PhiladelphiaPennsylvania",0.0495971122378894,"Hybrid","7786","Private nonprofit, 4-year",0.0276136655535577
"5019","dec11","Pennsylvania","Philadelphia","Philadelphia","University of Pennsylvania",1081,"PhiladelphiaPennsylvania",0.0495971122378894,"Fully online","25860","Private nonprofit, 4-year",0.0418020108275329
"5022","dec11","Pennsylvania","McKean","Bradford","University of Pittsburgh, Bradford",31,"McKeanPennsylvania",0.0234830769230769,"Hybrid","1281","Public, 4-year",0.024199843871975
"5023","dec11","Pennsylvania","Westmoreland","Greensburg","University of Pittsburgh, Greensburg",16,"WestmorelandPennsylvania",0.035451520354028,"Hybrid","1508","Public, 4-year",0.0106100795755968
"5024","dec11","Pennsylvania","Lackawanna","Scranton","University of Scranton",670,"LackawannaPennsylvania",0.0294504802693705,"Hybrid","5286","Private nonprofit, 4-year",0.126749905410518
"5025","dec11","Pennsylvania","Chester","Phoenixville","University of Valley Forge",2,"ChesterPennsylvania",0.028600599250651,"Hybrid","659","Private nonprofit, 4-year",0.00303490136570561
"5027","dec11","Pennsylvania","Montgomery","Collegeville","Ursinus College",36,"MontgomeryPennsylvania",0.0322752628126824,"Primarily in person","1435","Private nonprofit, 4-year",0.0250871080139373
"5028","dec11","Pennsylvania","Delaware","Villanova","Villanova University",427,"DelawarePennsylvania",0.0413023800743542,"Primarily in person","11030","Private nonprofit, 4-year",0.0387126019945603
"5030","dec11","Pennsylvania","Greene","Waynesburg","Waynesburg University",56,"GreenePennsylvania",0.0269091711975271,"Primarily in person","1674","Private nonprofit, 4-year",0.033452807646356
"5033","dec11","Pennsylvania","Delaware","Chester","Widener University",44,"DelawarePennsylvania",0.0413023800743542,"Primarily online","6621","Private nonprofit, 4-year",0.00664552182449781
"5034","dec11","Pennsylvania","Luzerne","Wilkes-Barre","Wilkes University",92,"LuzernePennsylvania",0.038504553946386,"Primarily online","5132","Private nonprofit, 4-year",0.0179267342166797
"5036","dec11","Pennsylvania","York","York","York College of Pennsylvania",75,"YorkPennsylvania",0.0345857328006627,"Hybrid","4317","0",0.0173731758165393
"5050","dec11","Rhode Island","Providence","Providence","Brown University",164,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","10257","Private nonprofit, 4-year",0.0159890806278639
"5051","dec11","Rhode Island","Providence","Smithfield","Bryant University",74,"ProvidenceRhode Island",0.0723286239046157,"Primarily in person","3788","Private nonprofit, 4-year",0.0195353748680042
"5053","dec11","Rhode Island","Providence","Providence","Providence College",393,"ProvidenceRhode Island",0.0723286239046157,"Fully online","4674","Private nonprofit, 4-year",0.0840821566110398
"5054","dec11","Rhode Island","Providence","Providence","Rhode Island College",101,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","7766","Public, 4-year",0.0130054081895442
"5055","dec11","Rhode Island","Providence","Providence","Rhode Island School of Design",30,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","2467","Private nonprofit, 4-year",0.0121605188488042
"5056","dec11","Rhode Island","Bristol","Bristol","Roger Williams University",184,"BristolRhode Island",0.0326739412941686,"Primarily in person","4860","Private nonprofit, 4-year",0.0378600823045267
"5057","dec11","Rhode Island","Newport","Newport","Salve Regina University",47,"NewportRhode Island",0.0200774834921176,"Primarily in person","2647","Private nonprofit, 4-year",0.0177559501322252
"5058","dec11","Rhode Island","Washington","Kingston","University of Rhode Island",836,"WashingtonRhode Island",0.0250364318306696,"Other","17777","Public, 4-year",0.0470270574337627
"5060","dec11","South Carolina","Richland","Columbia","Benedict College",6,"RichlandSouth Carolina",0.0533554294675521,"Hybrid","2165","Private nonprofit, 4-year",0.00277136258660508
"5061","dec11","South Carolina","Greenville","Greenville","Bob Jones University",34,"GreenvilleSouth Carolina",0.0523281799740995,"Fully in person","3005","Private nonprofit, 4-year",0.0113144758735441
"5062","dec11","South Carolina","Charleston","North Charleston","Charleston Southern University",24,"CharlestonSouth Carolina",0.0516181096046241,"Primarily online","3414","Private nonprofit, 4-year",0.0070298769771529
"5063","dec11","South Carolina","Orangeburg","Orangeburg","Claflin University",18,"OrangeburgSouth Carolina",0.0483899042645779,"Primarily online","2172","Private nonprofit, 4-year",0.00828729281767956
"5064","dec11","South Carolina","Pickens","Clemson","Clemson University",5431,"PickensSouth Carolina",0.0596765549635888,"Primarily online","24951","Public, 4-year",0.217666626588113
"5065","dec11","South Carolina","Horry","Conway","Coastal Carolina University",355,"HorrySouth Carolina",0.0463622730392198,"Primarily online","10641","Public, 4-year",0.0333615261723522
"5067","dec11","South Carolina","Charleston","Charleston","College of Charleston",614,"CharlestonSouth Carolina",0.0516181096046241,"Primarily online","10783","Public, 4-year",0.0569414819623481
"5068","dec11","South Carolina","Spartanburg","Spartanburg","Converse College",5,"SpartanburgSouth Carolina",0.0455305908657379,"Primarily in person","1380","Private nonprofit, 4-year",0.0036231884057971
"5070","dec11","South Carolina","Florence","Florence","Francis Marion University",92,"FlorenceSouth Carolina",0.0549413202403592,"Primarily in person","3940","Public, 4-year",0.0233502538071066
"5071","dec11","South Carolina","Greenville","Greenville","Furman University",133,"GreenvilleSouth Carolina",0.0523281799740995,"Hybrid","2947","Private nonprofit, 4-year",0.0451306413301663
"5072","dec11","South Carolina","Greenville","Greenville","Greenville Technical College",669,"GreenvilleSouth Carolina",0.0523281799740995,"Primarily in person","10864","Public, 2-year",0.061579528718704
"5073","dec11","South Carolina","Greenwood","Greenwood","Lander University",133,"GreenwoodSouth Carolina",0.0478315515950912,"Hybrid","3044","Public, 4-year",0.0436925098554534
"5074","dec11","South Carolina","Cherokee","Gaffney","Limestone College",16,"CherokeeSouth Carolina",0.0419546247818499,"Primarily in person","2442","Private nonprofit, 4-year",0.00655200655200655
"5076","dec11","South Carolina","Newberry","Newberry","Newberry College",23,"NewberrySouth Carolina",0.0605098855359001,"Primarily in person","1208","Private nonprofit, 4-year",0.0190397350993377
"5077","dec11","South Carolina","Greenville","Tigerville","North Greenville University",207,"GreenvilleSouth Carolina",0.0523281799740995,"Primarily in person","2578","Private nonprofit, 4-year",0.0802948021722265
"5078","dec11","South Carolina","Laurens","Clinton","Presbyterian College",109,"LaurensSouth Carolina",0.0408783133065651,"Primarily in person","1330","Private nonprofit, 4-year",0.0819548872180451
"5079","dec11","South Carolina","Orangeburg","Orangeburg","South Carolina State University",41,"OrangeburgSouth Carolina",0.0483899042645779,"Hybrid","3022","Public, 4-year",0.0135671740569159
"5080","dec11","South Carolina","Pickens","Central","Southern Wesleyan University",6,"PickensSouth Carolina",0.0596765549635888,"Fully online","1551","Private nonprofit, 4-year",0.00386847195357834
"5081","dec11","South Carolina","Charleston","Charleston","The Citadel",176,"CharlestonSouth Carolina",0.0516181096046241,"Primarily in person","3763","Public, 4-year",0.0467711931969174
"5082","dec11","South Carolina","Anderson","Pendleton","Tri-County Technical College",288,"AndersonSouth Carolina",0.0452857946859665,"Hybrid","6082","Public, 2-year",0.0473528444590595
"5086","dec11","South Carolina","Spartanburg","Spartanburg","University of South Carolina Upstate",193,"SpartanburgSouth Carolina",0.0455305908657379,"Hybrid","6175","Public, 4-year",0.0312550607287449
"5087","dec11","South Carolina","York","Rock Hill","Winthrop University",61,"YorkSouth Carolina",0.0408856177863826,"Primarily online","5813","Public, 4-year",0.0104937209702391
"5088","dec11","South Carolina","Spartanburg","Spartanburg","Wofford College",174,"SpartanburgSouth Carolina",0.0455305908657379,"Primarily in person","1666","Private nonprofit, 4-year",0.104441776710684
"5090","dec11","South Dakota","Lawrence","Spearfish","Black Hills State University",72,"LawrenceSouth Dakota",0.0880281690140845,"Fully in person","4035","Public, 4-year",0.0178438661710037
"5091","dec11","South Dakota","Lake","Madison","Dakota State University",25,"LakeSouth Dakota",0.0722044229116199,"Fully in person","3382","Public, 4-year",0.00739207569485511
"5092","dec11","South Dakota","Yankton","Yankton","Mount Marty College",87,"YanktonSouth Dakota",0.0941965459805383,"Fully in person","1044","Private nonprofit, 4-year",0.0833333333333333
"5093","dec11","South Dakota","Brown","Aberdeen","Northern State University",45,"BrownSouth Dakota",0.102809032158397,"Fully in person","3493","Public, 4-year",0.0128829086744918
"5094","dec11","South Dakota","Oglala Lakota","Kyle ","Oglala Lakota College",0,"Oglala LakotaSouth Dakota",0.124356351837483,"Fully online","1300","Public, 4-year",0
"5096","dec11","South Dakota","Pennington","Rapid City ","South Dakota School of Mines and Technology",54,"PenningtonSouth Dakota",0.085282355526258,"Hybrid","2654","Public, 4-year",0.0203466465712133
"5097","dec11","South Dakota","Brookings","Brookings","South Dakota State University",112,"BrookingsSouth Dakota",0.0758046583231177,"Hybrid","12104","Public, 4-year",0.0092531394580304
"5098","dec11","South Dakota","Minnehaha","Sioux Falls","University of Sioux Falls",66,"MinnehahaSouth Dakota",0.116245715410026,"Fully in person","1615","Private nonprofit, 4-year",0.0408668730650155
"5099","dec11","South Dakota","Clay","Vermillion","University of South Dakota",264,"ClaySouth Dakota",0.105259417199716,"Primarily in person","10066","Public, 4-year",0.0262269024438705
"5100","dec11","Tennessee","Montgomery","Clarksville","Austin Peay State University",318,"MontgomeryTennessee",0.0379390697296082,"Hybrid","10954","Public, 4-year",0.0290304911447873
"5101","dec11","Tennessee","Davidson","Nashville","Belmont University",334,"DavidsonTennessee",0.0756024686520376,"Primarily online","8260","Private nonprofit, 4-year",0.0404358353510896
"5103","dec11","Tennessee","Jefferson","Jefferson City","Carson-Newman University",254,"JeffersonTennessee",0.0505917974126067,"Primarily in person","2560","Private nonprofit, 4-year",0.09921875
"5104","dec11","Tennessee","Hamilton","Chattanooga","Chattanooga State Community College",111,"HamiltonTennessee",0.0591429130732673,"Primarily online","8241","Public, 2-year",0.0134692391700036
"5105","dec11","Tennessee","Shelby","Memphis","Christian Brothers University",110,"ShelbyTennessee",0.0568778636869029,"Primarily in person","2034","Private nonprofit, 4-year",0.0540806293018682
"5106","dec11","Tennessee","Bradley","Cleveland","Cleveland State Community College",116,"BradleyTennessee",0.0598742022014615,"Hybrid","3264","Public, 2-year",0.0355392156862745
"5107","dec11","Tennessee","Maury","Columbia","Columbia State Community College",158,"MauryTennessee",0.0726239015634889,"Primarily online","6221","Public, 2-year",0.0253978460054654
"5108","dec11","Tennessee","Wilson","Lebanon","Cumberland University",161,"WilsonTennessee",0.0619811001195932,"Other","2405","Private nonprofit, 4-year",0.0669438669438669
"5109","dec11","Tennessee","Dyer","Dyersburg","Dyersburg State Community College",75,"DyerTennessee",0.0950240856858365,"Primarily online","2977","Public, 2-year",0.0251931474638898
"5110","dec11","Tennessee","Washington","Johnson City","East Tennessee State University",528,"WashingtonTennessee",0.0576386473429952,"Primarily online","14317","Public, 4-year",0.0368792344764965
"5111","dec11","Tennessee","Madison","Jackson","Jackson State Community College",86,"MadisonTennessee",0.062551028739386,"Primarily online","4862","Public, 2-year",0.0176881941587824
"5113","dec11","Tennessee","Madison","Jackson","Lane College",18,"MadisonTennessee",0.062551028739386,"Hybrid","1232","Private nonprofit, 4-year",0.0146103896103896
"5116","dec11","Tennessee","Claiborne","Harrogate","Lincoln Memorial University",195,"ClaiborneTennessee",0.035420382364905,"Primarily in person","4798","Private nonprofit, 4-year",0.0406419341392247
"5117","dec11","Tennessee","Davidson","Nashville","Lipscomb University",151,"DavidsonTennessee",0.0756024686520376,"Primarily in person","4620","Private nonprofit, 4-year",0.0326839826839827
"5118","dec11","Tennessee","Blount","Maryville","Maryville College",2,"BlountTennessee",0.0520257273383025,"Primarily in person","1146","Private nonprofit, 4-year",0.00174520069808028
"5119","dec11","Tennessee","Rutherford","Murfreesboro","Middle Tennessee State University",728,"RutherfordTennessee",0.0632408926072498,"Hybrid","21631","Public, 4-year",0.0336554019693958
"5121","dec11","Tennessee","Moore","Tullahoma","Motlow State Community College",69,"MooreTennessee",0.0707459926017263,"Primarily online","6886","Public, 2-year",0.0100203311065931
"5122","dec11","Tennessee","Davidson","Nashville","Nashville State Community College",105,"DavidsonTennessee",0.0756024686520376,"Hybrid","8284","Public, 2-year",0.0126750362143892
"5123","dec11","Tennessee","Sullivan","Blountville","Northeast State Community College",138,"SullivanTennessee",0.0498143329881022,"Hybrid","6139","Public, 2-year",0.0224792311451376
"5124","dec11","Tennessee","Knox","Knoxville","Pellissippi State Community College",47,"KnoxTennessee",0.0493820073015205,"Primarily online","10894","Public, 2-year",0.00431430145033964
"5125","dec11","Tennessee","Shelby","Memphis","Rhodes College",21,"ShelbyTennessee",0.0568778636869029,"Fully online","2036","Private nonprofit, 4-year",0.0103143418467584
"5126","dec11","Tennessee","Roane","Harriman","Roane State Community College",125,"RoaneTennessee",0.0542879622344611,"Hybrid","5688","Public, 2-year",0.0219760900140647
"5127","dec11","Tennessee","Hamilton","Collegedale","Southern Adventist University",54,"HamiltonTennessee",0.0591429130732673,"Fully in person","2942","Private nonprofit, 4-year",0.0183548606390211
