"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"1028","oct8","North Carolina","Transylvania","Brevard","Brevard College",2,"TransylvaniaNorth Carolina",0.0100625272647957,"Primarily in person","702","Private nonprofit, 4-year",0.00284900284900285
"1029","oct8","North Carolina","Harnett","Bules Creek","Campbell University",18,"HarnettNorth Carolina",0.0180252397481909,"Primarily online","6448","Private nonprofit, 4-year",0.00279156327543424
"1030","oct8","North Carolina","Mecklenburg","Charlotte","Carolinas College of Health Sciences",3,"MecklenburgNorth Carolina",0.0268643570170288,"Primarily online","467","Public, 4-year",0.00642398286937901
"1031","oct8","North Carolina","Rowan","Salisbury","Catawba College",12,"RowanNorth Carolina",0.0255827374584764,"Primarily online","1294","Private nonprofit, 4-year",0.00927357032457496
"1032","oct8","North Carolina","Hertford","Murfreesboro","Chowan University",3,"HertfordNorth Carolina",0.0342104151708409,"Primarily online","1399","Private nonprofit, 4-year",0.00214438884917798
"1033","oct8","North Carolina","Mecklenburg","Davidson","Davidson College",24,"MecklenburgNorth Carolina",0.0268643570170288,"Hybrid","1843","Private nonprofit, 4-year",0.0130222463374932
"1034","oct8","North Carolina","Durham","Durham","Duke University",121,"DurhamNorth Carolina",0.0250491464689195,"Hybrid","16606","Private nonprofit, 4-year",0.00728652294351439
"1035","oct8","North Carolina","Durham","Durham","Durham Technical Community College",3,"DurhamNorth Carolina",0.0250491464689195,"Primarily online","5434","Public, 2-year",0.000552079499447921
"1036","oct8","North Carolina","Pitt","Greenville","East Carolina University",1297,"PittNorth Carolina",0.0292184439698576,"Fully online","28718","Public, 4-year",0.0451633122083711
"1037","oct8","North Carolina","Pasquotank","Elizabeth City","Elizabeth City State University",27,"PasquotankNorth Carolina",0.0190086380072318,"Hybrid","1677","Public, 4-year",0.0161001788908766
"1038","oct8","North Carolina","Alamance","Elon","Elon University",239,"AlamanceNorth Carolina",0.0248010430124654,"Primarily in person","6991","Private nonprofit, 4-year",0.0341868116149335
"1039","oct8","North Carolina","Cumberland","Fayetteville","Fayetteville State University",110,"CumberlandNorth Carolina",0.017740209651604,"Primarily online","6318","Public, 4-year",0.0174105729661285
"1040","oct8","North Carolina","Cleveland","Boiling Springs","Gardner-Webb University",109,"ClevelandNorth Carolina",0.0256669423259518,"Primarily in person","3598","Private nonprofit, 4-year",0.0302946081156198
"1041","oct8","North Carolina","Guilford","Greensboro","Greensboro College",13,"GuilfordNorth Carolina",0.0173146876058782,"Primarily in person","1026","Private nonprofit, 4-year",0.0126705653021442
"1042","oct8","North Carolina","Guilford","Greensboro","Guilford College",19,"GuilfordNorth Carolina",0.0173146876058782,"Primarily in person","1576","Private nonprofit, 4-year",0.0120558375634518
"1043","oct8","North Carolina","Guilford","High Point","High Point University",153,"GuilfordNorth Carolina",0.0173146876058782,"Fully in person","5137","Private nonprofit, 4-year",0.0297839205762118
"1047","oct8","North Carolina","Catawba","Hickory","Lenoir-Rhyne University",14,"CatawbaNorth Carolina",0.0215981096953325,"Primarily in person","2700","Private nonprofit, 4-year",0.00518518518518519
"1049","oct8","North Carolina","Madison","Mars Hill","Mars Hill University",6,"MadisonNorth Carolina",0.00556193978395771,"Primarily online","1154","Private nonprofit, 4-year",0.00519930675909879
"1050","oct8","North Carolina","Wake","Raleigh","Meredith College",43,"WakeNorth Carolina",0.0170189456187076,"Primarily in person","1905","Private nonprofit, 4-year",0.0225721784776903
"1051","oct8","North Carolina","Cumberland","Fayetteville","Methodist University",37,"CumberlandNorth Carolina",0.017740209651604,"Fully in person","2092","Private nonprofit, 4-year",0.0176864244741874
"1052","oct8","North Carolina","Buncombe","Montreat","Montreat College",8,"BuncombeNorth Carolina",0.0130440941686352,"Hybrid","921","Private nonprofit, 4-year",0.00868621064060804
"1054","oct8","North Carolina","Durham","Durham","North Carolina Central University",76,"DurhamNorth Carolina",0.0250491464689195,"Hybrid","8207","Public, 4-year",0.00926038747410747
"1055","oct8","North Carolina","Wake","Raleigh","North Carolina State University",1134,"WakeNorth Carolina",0.0170189456187076,"Fully online","35479","Public, 4-year",0.031962569407255
"1056","oct8","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",11,"NashNorth Carolina",0.0282614689601052,"Primarily in person","2034","Private nonprofit, 4-year",0.00540806293018682
"1057","oct8","North Carolina","Stanly","Misenheimer","Pfeiffer University",25,"StanlyNorth Carolina",0.0341687099958603,"Primarily in person","1365","Private nonprofit, 4-year",0.0183150183150183
"1058","oct8","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",0,"MecklenburgNorth Carolina",0.0268643570170288,"Fully online","2536","Private nonprofit, 4-year",0
"1060","oct8","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina",0.0194012477275403,"Fully online","842","Private nonprofit, 4-year",0
"1061","oct8","North Carolina","Wake","Raleigh","Shaw University",4,"WakeNorth Carolina",0.0170189456187076,"Hybrid","1411","Private nonprofit, 4-year",0.00283486888731396
"1062","oct8","North Carolina","Wayne","Mount Olive","University of Mount Olive",25,"WayneNorth Carolina",0.0298706255938797,"Primarily online","3208","Private nonprofit, 4-year",0.0077930174563591
"1064","oct8","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",4,"ForsythNorth Carolina",0.0194012477275403,"Primarily in person","1042","Public, 4-year",0.00383877159309021
"1066","oct8","North Carolina","Orange","Chapel Hill","University of North Carolina, Chapel Hill",1229,"OrangeNorth Carolina",0.0187033594655028,"Fully online","30011","Public, 4-year",0.0409516510612775
"1067","oct8","North Carolina","Mecklenburg","Charlotte","University of North Carolina, Charlotte",217,"MecklenburgNorth Carolina",0.0268643570170288,"Primarily online","29710","Public, 4-year",0.00730393806799058
"1068","oct8","North Carolina","Guilford","Greensboro","University of North Carolina, Greensboro",112,"GuilfordNorth Carolina",0.0173146876058782,"Primarily online","20106","Public, 4-year",0.00557047647468417
"1069","oct8","North Carolina","Robeson","Pembroke","University of North Carolina, Pembroke",279,"RobesonNorth Carolina",0.0379253588516746,"Primarily in person","7137","Public, 4-year",0.0390920554854981
"1070","oct8","North Carolina","Forsyth","Winston-Salem","Wake Forest University",142,"ForsythNorth Carolina",0.0194012477275403,"Primarily online","8401","Private nonprofit, 4-year",0.016902749672658
"1071","oct8","North Carolina","Wake","Raleigh","Wake Technical Community College",27,"WakeNorth Carolina",0.0170189456187076,"Primarily online","21872","Public, 2-year",0.00123445501097293
"1072","oct8","North Carolina","Buncombe","Swannanoa","Warren Wilson College",0,"BuncombeNorth Carolina",0.0130440941686352,"Primarily in person","741","Private nonprofit, 4-year",0
"1073","oct8","North Carolina","Jackson","Cullowhee","Western Carolina University",150,"JacksonNorth Carolina",0.0162501706950703,"Hybrid","11639","Public, 4-year",0.0128877051293066
"1074","oct8","North Carolina","Wake","Raleigh","William Peace University",7,"WakeNorth Carolina",0.0170189456187076,"Primarily in person","910","Private nonprofit, 4-year",0.00769230769230769
"1075","oct8","North Carolina","Union","Wingate","Wingate University",82,"UnionNorth Carolina",0.0216794033161149,"Primarily in person","3689","Private nonprofit, 4-year",0.0222282461371645
"1076","oct8","North Carolina","Forsyth","Winston-Salem","Winston-Salem State University",42,"ForsythNorth Carolina",0.0194012477275403,"Hybrid","5190","Public, 4-year",0.00809248554913295
"1077","oct8","North Dakota","Burleigh","Bismarck","Bismarck State College",91,"BurleighNorth Dakota",0.0446112981825027,"Primarily in person","3778","Public, 4-year",0.0240868184224457
"1078","oct8","North Dakota","Bottineau","Bottineau","Dakota College, Bottineau",13,"BottineauNorth Dakota",0.0183062718879338,"Primarily in person","996","Public, 2-year",0.0130522088353414
"1079","oct8","North Dakota","Stark","Dickinson","Dickinson State University",81,"StarkNorth Dakota",0.0596081171202642,"Hybrid","1392","Public, 4-year",0.0581896551724138
"1080","oct8","North Dakota","Ramsey","Devils Lake","Lake Region State College",17,"RamseyNorth Dakota",0.025783488150013,"Primarily in person","2072","Public, 2-year",0.0082046332046332
"1081","oct8","North Dakota","Traill","Mayville","Mayville State University",15,"TraillNorth Dakota",0.0182926829268293,"Hybrid","1184","Public, 4-year",0.0126689189189189
"1082","oct8","North Dakota","Ward","Minot","Minot State University",212,"WardNorth Dakota",0.0195000073919664,"Primarily in person","3189","Public, 4-year",0.0664785199121982
"1083","oct8","North Dakota","Richland","Wahpeton","North Dakota State College of Science",72,"RichlandNorth Dakota",0.016566730543364,"Primarily online","2957","Public, 2-year",0.0243490023672641
"1084","oct8","North Dakota","Cass","Fargo","North Dakota State University",306,"CassNorth Dakota",0.0326841575831533,"Hybrid","13796","Public, 4-year",0.0221803421281531
"1088","oct8","North Dakota","Grand Forks","Grand Forks","University of North Dakota",890,"Grand ForksNorth Dakota",0.0357086291054124,"Hybrid","13847","Public, 4-year",0.0642738499313931
"1089","oct8","North Dakota","Barnes","Valley City","Valley City State University",34,"BarnesNorth Dakota",0.0249639942390783,"Hybrid","1547","Public, 4-year",0.021978021978022
"1090","oct8","North Dakota","Williams","Williston","Williston State College",80,"WilliamsNorth Dakota",0.0339461012530261,"Hybrid","1124","Public, 2-year",0.0711743772241993
"1093","oct8","Ohio","Ashland","Ashland","Ashland University",44,"AshlandOhio",0.0059457033879291,"Hybrid","6627","Private nonprofit, 4-year",0.00663950505507771
"1094","oct8","Ohio","Cuyahoga","Berea","Baldwin Wallace University",45,"CuyahogaOhio",0.0146606837496114,"Primarily in person","3709","Private nonprofit, 4-year",0.0121326503100566
"1098","oct8","Ohio","Franklin","Columbus","Capital University",4,"FranklinOhio",0.0216592899519729,"Primarily online","3213","Private nonprofit, 4-year",0.00124494242141301
"1099","oct8","Ohio","Cuyahoga","Cleveland","Case Western Reserve University",38,"CuyahogaOhio",0.0146606837496114,"Primarily online","11890","Private nonprofit, 4-year",0.0031959629941127
"1100","oct8","Ohio","Greene","Cedarville","Cedarville University",28,"GreeneOhio",0.010193148925339,"Primarily in person","4150","Private nonprofit, 4-year",0.00674698795180723
"1101","oct8","Ohio","Greene","Wilberforce","Central State University",10,"GreeneOhio",0.010193148925339,"Primarily in person","2099","Public, 4-year",0.00476417341591234
"1103","oct8","Ohio","Cuyahoga","Cleveland","Cleveland State University",1,"CuyahogaOhio",0.0146606837496114,"Primarily online","16069","Public, 4-year",6.22316261123903e-05
"1107","oct8","Ohio","Licking","Granville","Denison University",10,"LickingOhio",0.0116531533059674,"Hybrid","2394","Private nonprofit, 4-year",0.00417710944026733
"1108","oct8","Ohio","Jefferson","Steubenville","Franciscan University of Steubenville",12,"JeffersonOhio",0.0057558362035974,"Primarily in person","3028","Private nonprofit, 4-year",0.00396301188903567
"1109","oct8","Ohio","Seneca","Tiffin","Heidelberg University",51,"SenecaOhio",0.00931530682518395,"Primarily in person","1219","Private nonprofit, 4-year",0.0418375717801477
"1110","oct8","Ohio","Portage","Hiram","Hiram College",9,"PortageOhio",0.00808169093841173,"Hybrid","1255","Private nonprofit, 4-year",0.00717131474103586
"1111","oct8","Ohio","Cuyahoga","University Heights","John Carroll University",117,"CuyahogaOhio",0.0146606837496114,"Fully online","3555","Private nonprofit, 4-year",0.0329113924050633
"1120","oct8","Ohio","Knox","Gambier","Kenyon College",2,"KnoxOhio",0.00489393793523956,"Primarily online","1730","Private nonprofit, 4-year",0.00115606936416185
"1121","oct8","Ohio","Lake","Painesville","Lake Erie College",9,"LakeOhio",0.00746038435969741,"Primarily in person","1160","Private nonprofit, 4-year",0.00775862068965517
"1122","oct8","Ohio","Lorain","Elyria","Lorain County Community College",0,"LorainOhio",0.00783002456161868,"Primarily online","10644","Public, 4-year",0
"1123","oct8","Ohio","Stark","Canton","Malone University",5,"StarkOhio",0.00859403247653843,"Hybrid","1667","Private nonprofit, 4-year",0.002999400119976
"1124","oct8","Ohio","Washington","Marietta","Marietta College",2,"WashingtonOhio",0.00450668491595867,"Hybrid","1130","Private nonprofit, 4-year",0.00176991150442478
"1125","oct8","Ohio","Butler","Oxford","Miami University (Ohio)",1805,"ButlerOhio",0.0178214410623959,"Primarily online","19934","Public, 4-year",0.0905488110765526
"1127","oct8","Ohio","Muskingum","New Concord","Muskingum University",0,"MuskingumOhio",0.00676216435655048,"Fully in person","2412","Private nonprofit, 4-year",0
"1131","oct8","Ohio","Lorain","Oberlin","Oberlin College",13,"LorainOhio",0.00783002456161868,"Primarily online","2812","Private nonprofit, 4-year",0.00462304409672831
"1132","oct8","Ohio","Franklin","Columbus","Ohio Dominican University",67,"FranklinOhio",0.0216592899519729,"Primarily in person","1716","Private nonprofit, 4-year",0.039044289044289
"1133","oct8","Ohio","Hardin","Ada","Ohio Northern University",31,"HardinOhio",0.00867208672086721,"Primarily in person","3039","Private nonprofit, 4-year",0.0102007239223429
"1134","oct8","Ohio","Franklin","Columbus","Ohio State University",3051,"FranklinOhio",0.0216592899519729,"Hybrid","61170","Public, 4-year",0.0498773908778813
"1139","oct8","Ohio","Athens","Athens","Ohio University",173,"AthensOhio",0.0135778468320909,"Primarily online","28480","Public, 4-year",0.00607443820224719
"1145","oct8","Ohio","Delaware","Delaware","Ohio Wesleyan University",91,"DelawareOhio",0.0119324782361349,"Primarily in person","1561","Private nonprofit, 4-year",0.0582959641255605
"1146","oct8","Ohio","Franklin","Westerville","Otterbein University",17,"FranklinOhio",0.0216592899519729,"Primarily online","2886","Private nonprofit, 4-year",0.00589050589050589
"1147","oct8","Ohio","Scioto","Portsmouth","Shawnee State University",16,"SciotoOhio",0.00819236795283745,"Hybrid","3253","Public, 4-year",0.00491853673532124
"1148","oct8","Ohio","Montgomery","Dayton","Sinclair Community College",13,"MontgomeryOhio",0.0161222674242552,"Primarily in person","18576","Public, 2-year",0.000699827734711456
"1151","oct8","Ohio","Seneca","Tiffin","Tiffin University",53,"SenecaOhio",0.00931530682518395,"Primarily in person","3045","Private nonprofit, 4-year",0.0174055829228243
"1152","oct8","Ohio","Summit","Akron","University of Akron",61,"SummitOhio",0.0105542750359049,"Primarily online","18731","Public, 4-year",0.00325663338850035
"1153","oct8","Ohio","Hamilton","Cincinnati","University of Cincinnati",585,"HamiltonOhio",0.0172397131159072,"Hybrid","37886","Public, 4-year",0.0154410600221718
"1155","oct8","Ohio","Montgomery","Dayton","University of Dayton",1299,"MontgomeryOhio",0.0161222674242552,"Primarily online","11241","Private nonprofit, 4-year",0.115559113957833
"1156","oct8","Ohio","Stark","Alliance","University of Mount Union",37,"StarkOhio",0.00859403247653843,"Hybrid","2403","Private nonprofit, 4-year",0.0153974198918019
"1157","oct8","Ohio","Lucas","Toledo","University of Toledo",358,"LucasOhio",0.0177986123432349,"Primarily in person","20237","Public, 4-year",0.0176903691258586
"1158","oct8","Ohio","Cuyahoga","Pepper Pike","Ursuline College",4,"CuyahogaOhio",0.0146606837496114,"Hybrid","1073","Private nonprofit, 4-year",0.00372786579683131
"1159","oct8","Ohio","Stark","North Canton","Walsh University",17,"StarkOhio",0.00859403247653843,"Primarily in person","2779","Private nonprofit, 4-year",0.0061173083843109
"1161","oct8","Ohio","Clark","Springfield","Wittenberg University",178,"ClarkOhio",0.0149907147065624,"Hybrid","1801","Private nonprofit, 4-year",0.0988339811215991
"1162","oct8","Ohio","Montgomery","Dayton","Wright State University",34,"MontgomeryOhio",0.0161222674242552,"Primarily online","14403","Public, 4-year",0.0023606193154204
"1165","oct8","Ohio","Mahoning","Youngstown","Youngstown State University",17,"MahoningOhio",0.0143823546131545,"Primarily online","12607","0",0.00134845720631395
"1166","oct8","Oklahoma","Comanche","Lawton","Cameron University",50,"ComancheOklahoma",0.0150063354561943,"Primarily in person","4290","Public, 4-year",0.0116550116550117
"1168","oct8","Oklahoma","Logan","Langston","Langston University",28,"LoganOklahoma",0.0125179646331049,"Primarily online","2119","Public, 4-year",0.0132137800849457
"1170","oct8","Oklahoma","Kay","Tonkawa","Northern Oklahoma College",71,"KayOklahoma",0.0164454040148835,"Hybrid","4181","Public, 2-year",0.0169815833532648
"1171","oct8","Oklahoma","Woods","Alva","Northwestern Oklahoma State University",19,"WoodsOklahoma",0.0136472193790515,"Primarily online","1992","Public, 4-year",0.00953815261044177
"1173","oct8","Oklahoma","Oklahoma","Edmond","Oklahoma Christian University",99,"OklahomaOklahoma",0.0244998332150372,"Primarily in person","2228","Private nonprofit, 4-year",0.0444344703770197
"1174","oct8","Oklahoma","Oklahoma","Oklahoma City","Oklahoma City University",36,"OklahomaOklahoma",0.0244998332150372,"Primarily in person","2773","Private nonprofit, 4-year",0.0129823296069239
"1180","oct8","Oklahoma","Tulsa","Tulsa","Oral Roberts University",1,"TulsaOklahoma",0.0280944575413781,"Hybrid","4053","Private nonprofit, 4-year",0.000246730816679003
"1182","oct8","Oklahoma","Bryan","Durant","Southeastern Oklahoma State University",68,"BryanOklahoma",0.0230857380977185,"Hybrid","4542","Public, 4-year",0.0149713782474681
"1184","oct8","Oklahoma","Custer","Weatherford","Southwestern Oklahoma State University",222,"CusterOklahoma",0.0285142916250043,"Primarily in person","5267","Public, 4-year",0.0421492310613252
"1185","oct8","Oklahoma","Oklahoma","Edmond","University of Central Oklahoma",321,"OklahomaOklahoma",0.0244998332150372,"Primarily in person","15393","Public, 4-year",0.0208536347690509
"1187","oct8","Oklahoma","Grady","Chickasha","University of Science and Arts of Oklahoma",12,"GradyOklahoma",0.0226564458931834,"Primarily in person","852","Public, 4-year",0.0140845070422535
"1188","oct8","Oklahoma","Tulsa","Tulsa","University of Tulsa",81,"TulsaOklahoma",0.0280944575413781,"Hybrid","4365","Private nonprofit, 4-year",0.0185567010309278
"1189","oct8","Oregon","Union","La Grande","Eastern Oregon University",13,"UnionOregon",0.0166573504751258,"Primarily in person","2978","Public, 4-year",0.00436534586971122
"1190","oct8","Oregon","Yamhill","Newberg","George Fox University",1,"YamhillOregon",0.00776844070961718,"Primarily in person","3941","Private nonprofit, 4-year",0.000253742704897234
"1191","oct8","Oregon","Lane","Eugene","Lane Community College",1,"LaneOregon",0.00419559920118723,"Primarily in person","9029","Public, 2-year",0.00011075423634954
"1196","oct8","Oregon","Klamath","Klamath Falls ","Oregon Institute of Technology",8,"KlamathOregon",0.00451361411530232,"Primarily online","5335","Public, 4-year",0.00149953139643861
"1197","oct8","Oregon","Benton","Corvallis","Oregon State University",99,"BentonOregon",0.00390100265440126,"Primarily online","30986","Public, 4-year",0.0031949912863874
"1199","oct8","Oregon","Washington","Forest Grove","Pacific University",1,"WashingtonOregon",0.00808355164297398,"Primarily in person","3938","Private nonprofit, 4-year",0.000253936008125952
"1200","oct8","Oregon","Multnomah","Portland","Portland State University",2,"MultnomahOregon",0.00942972608890885,"Primarily online","25711","Public, 4-year",7.77877173194353e-05
"1201","oct8","Oregon","Multnomah","Portland","Reed College",12,"MultnomahOregon",0.00942972608890885,"Hybrid","1503","Private nonprofit, 4-year",0.00798403193612774
"1202","oct8","Oregon","Jackson","Ashland","Southern Oregon University",5,"JacksonOregon",0.00586121370120936,"Primarily in person","6278","Public, 4-year",0.000796431984708506
"1203","oct8","Oregon","Lane","Eugene","University of Oregon",208,"LaneOregon",0.00419559920118723,"Primarily online","22644","Public, 4-year",0.00918565624447977
"1205","oct8","Oregon","Polk","Mounmouth","Western Oregon University",5,"PolkOregon",0.00662136260672591,"Primarily online","5185","Public, 4-year",0.000964320154291225
"1206","oct8","Oregon","Marion","Salem","Willamette University",9,"MarionOregon",0.0144730864992611,"Hybrid","2363","Private nonprofit, 4-year",0.003808717731697
"1207","oct8","Pennsylvania","Berks","Reading","Albright College",1,"BerksPennsylvania",0.0177816717478227,"Hybrid","1934","Private nonprofit, 4-year",0.000517063081695967
"1208","oct8","Pennsylvania","Crawford","Meadville","Allegheny College",29,"CrawfordPennsylvania",0.00392300511644944,"Fully in person","1771","Private nonprofit, 4-year",0.0163749294184077
"1209","oct8","Pennsylvania","Berks","Reading","Alvernia University",2,"BerksPennsylvania",0.0177816717478227,"Primarily in person","2792","Private nonprofit, 4-year",0.000716332378223496
"1210","oct8","Pennsylvania","Montgomery","Glenslide","Arcadia University",6,"MontgomeryPennsylvania",0.0151531745124351,"Primarily online","3662","Private nonprofit, 4-year",0.00163844893500819
"1211","oct8","Pennsylvania","Columbia","Bloomsburg","Bloomsburg University of Pennsylvania",362,"ColumbiaPennsylvania",0.0148697740286928,"Fully online","8909","Public, 4-year",0.0406330676843641
"1213","oct8","Pennsylvania","Montgomery","Bryn Mawr","Bryn Mawr College",2,"MontgomeryPennsylvania",0.0151531745124351,"Primarily in person","1690","Private nonprofit, 4-year",0.00118343195266272
"1214","oct8","Pennsylvania","Union","Lewisburg","Bucknell University",19,"UnionPennsylvania",0.0128219397635955,"Primarily in person","3668","Private nonprofit, 4-year",0.00517993456924755
"1215","oct8","Pennsylvania","Delaware","Radnor","Cabrini University",6,"DelawarePennsylvania",0.0209617342482625,"Hybrid","2285","Private nonprofit, 4-year",0.00262582056892779
"1217","oct8","Pennsylvania","Washington","California","California University of Pennsylvania",7,"WashingtonPennsylvania",0.00710124960723177,"Fully online","7310","Public, 4-year",0.000957592339261286
"1218","oct8","Pennsylvania","Allegheny","Pittsburgh","Carnegie Mellon University",57,"AlleghenyPennsylvania",0.0106056930458988,"Primarily online","14029","Private nonprofit, 4-year",0.00406301233159883
"1219","oct8","Pennsylvania","Lehigh","Allentown","Cedar Crest College",1,"LehighPennsylvania",0.0158400077981577,"Primarily online","1596","Private nonprofit, 4-year",0.0006265664160401
"1220","oct8","Pennsylvania","Allegheny","Pittsburgh","Chatham University",3,"AlleghenyPennsylvania",0.0106056930458988,"Primarily in person","2336","Private nonprofit, 4-year",0.00128424657534247
"1221","oct8","Pennsylvania","Philadelphia","Philadelphia","Chestnut Hill College",0,"PhiladelphiaPennsylvania",0.0241555896731445,"Fully online","1794","Private nonprofit, 4-year",0
"1222","oct8","Pennsylvania","Delaware","Cheyney","Cheyney University of Pennsylvania",0,"DelawarePennsylvania",0.0209617342482625,"Primarily in person","466","Public, 4-year",0
"1223","oct8","Pennsylvania","Clarion","Clarion","Clarion University of Pennsylvania",2,"ClarionPennsylvania",0.00377230865289557,"Primarily online","4864","Public, 4-year",0.000411184210526316
"1224","oct8","Pennsylvania","Lackawanna","South Abington Township","Clarks Summit University",0,"LackawannaPennsylvania",0.0132062153628967,"Hybrid","768","Private nonprofit, 4-year",0
"1225","oct8","Pennsylvania","Allegheny","Pittsburgh","Community College of Allegheny County",1,"AlleghenyPennsylvania",0.0106056930458988,"Primarily online","16086","Public, 2-year",6.2165858510506e-05
"1226","oct8","Pennsylvania","Lehigh","Center Valley","DeSales University",5,"LehighPennsylvania",0.0158400077981577,"Hybrid","3438","Private nonprofit, 4-year",0.0014543339150669
"1227","oct8","Pennsylvania","Bucks","Doylestown","Delaware Valley University",16,"BucksPennsylvania",0.0145415187737756,"Primarily in person","2428","Private nonprofit, 4-year",0.00658978583196046
"1228","oct8","Pennsylvania","Cumberland","Carlisle","Dickinson College",0,"CumberlandPennsylvania",0.00790938153688282,"Fully online","2399","Private nonprofit, 4-year",0
"1229","oct8","Pennsylvania","Philadelphia","Philadelphia","Drexel University",28,"PhiladelphiaPennsylvania",0.0241555896731445,"Fully online","24634","Private nonprofit, 4-year",0.00113664041568564
"1230","oct8","Pennsylvania","Allegheny","Pittsburgh","Duquesne University",27,"AlleghenyPennsylvania",0.0106056930458988,"Hybrid","9274","Private nonprofit, 4-year",0.00291136510675005
"1232","oct8","Pennsylvania","Delaware","St. Davids","Eastern University",8,"DelawarePennsylvania",0.0209617342482625,"Primarily in person","3256","Private nonprofit, 4-year",0.00245700245700246
"1234","oct8","Pennsylvania","Lancaster","Elizabethtown","Elizabethtown College",11,"LancasterPennsylvania",0.0152403046228496,"Primarily in person","1687","Private nonprofit, 4-year",0.00652045050385299
"1236","oct8","Pennsylvania","Erie","Erie","Gannon University",40,"EriePennsylvania",0.0062804009965595,"Hybrid","4291","Private nonprofit, 4-year",0.00932183640177115
"1237","oct8","Pennsylvania","Beaver","Beaver Falls","Geneva College",6,"BeaverPennsylvania",0.0121699028237835,"Primarily in person","1543","Private nonprofit, 4-year",0.00388852883992223
"1238","oct8","Pennsylvania","Adams","Gettysburg","Gettysburg College",87,"AdamsPennsylvania",0.00870797697288586,"Primarily online","2441","Private nonprofit, 4-year",0.0356411306841458
"1240","oct8","Pennsylvania","Montgomery","Gwynedd Valley","Gwynedd Mercy University",0,"MontgomeryPennsylvania",0.0151531745124351,"Primarily online","3056","Private nonprofit, 4-year",0
"1241","oct8","Pennsylvania","Delaware","Haverford","Haverford College",4,"DelawarePennsylvania",0.0209617342482625,"Hybrid","1310","Private nonprofit, 4-year",0.00305343511450382
"1242","oct8","Pennsylvania","Philadelphia","Philadelphia","Holy Family University",3,"PhiladelphiaPennsylvania",0.0241555896731445,"Hybrid","3089","Private nonprofit, 4-year",0.000971188086759469
"1243","oct8","Pennsylvania","Chester","Immaculata","Immaculata University",1,"ChesterPennsylvania",0.013718382670875,"Primarily in person","2448","Private nonprofit, 4-year",0.000408496732026144
"1244","oct8","Pennsylvania","Indiana","Indiana","Indiana University of Pennsylvania",234,"IndianaPennsylvania",0.00967016759244942,"Hybrid","11483","Public, 4-year",0.0203779500130628
"1245","oct8","Pennsylvania","Huntingdon","Huntingdom","Juniata College",8,"HuntingdonPennsylvania",0.0109427609427609,"Hybrid","1433","Private nonprofit, 4-year",0.00558269364968597
"1246","oct8","Pennsylvania","Lackawanna","La Plume","Keystone College",0,"LackawannaPennsylvania",0.0132062153628967,"Hybrid","1424","Private nonprofit, 4-year",0
"1249","oct8","Pennsylvania","Allegheny","Pittsburgh","La Roche University",1,"AlleghenyPennsylvania",0.0106056930458988,"Primarily online","1443","Private nonprofit, 4-year",0.000693000693000693
"1250","oct8","Pennsylvania","Philadelphia","Philadelphia","La Salle University",15,"PhiladelphiaPennsylvania",0.0241555896731445,"Fully online","5191","Private nonprofit, 4-year",0.00288961664419187
"1251","oct8","Pennsylvania","Northampton","Easton","Lafayette College",8,"NorthamptonPennsylvania",0.0153430401100611,"Fully online","2642","Private nonprofit, 4-year",0.00302800908402725
"1252","oct8","Pennsylvania","Lancaster","Lancaster","Lancaster Bible College",2,"LancasterPennsylvania",0.0152403046228496,"Primarily in person","2122","Private nonprofit, 4-year",0.000942507068803016
"1253","oct8","Pennsylvania","Lebanon","Annville","Lebanon Valley College",0,"LebanonPennsylvania",0.0155931533996742,"Primarily in person","1922","Private nonprofit, 4-year",0
"1254","oct8","Pennsylvania","Northampton","Bethlehem","Lehigh University",102,"NorthamptonPennsylvania",0.0153430401100611,"Primarily online","6849","Private nonprofit, 4-year",0.0148926850635129
"1256","oct8","Pennsylvania","Clinton","Lock Haven","Lock Haven University",61,"ClintonPennsylvania",0.00564299026713605,"Primarily online","3418","Public, 4-year",0.0178466939730837
"1257","oct8","Pennsylvania","Lycoming","Williamsport","Lycoming College",5,"LycomingPennsylvania",0.00680500269199199,"Primarily in person","1142","Private nonprofit, 4-year",0.00437828371278459
"1258","oct8","Pennsylvania","Tioga","Mansfield","Mansfield University of Pennsylvania",6,"TiogaPennsylvania",0.00251287231159617,"Primarily in person","1629","Public, 4-year",0.00368324125230203
"1259","oct8","Pennsylvania","Lackawanna","Scranton","Marywood University",10,"LackawannaPennsylvania",0.0132062153628967,"Hybrid","2853","Private nonprofit, 4-year",0.00350508236943568
"1260","oct8","Pennsylvania","Erie","Erie","Mercyhurst University",8,"EriePennsylvania",0.0062804009965595,"Hybrid","2685","Private nonprofit, 4-year",0.00297951582867784
"1262","oct8","Pennsylvania","Lancaster","Millersville","Millersville University of Pennsylvania",61,"LancasterPennsylvania",0.0152403046228496,"Primarily online","7746","Public, 4-year",0.00787503227472244
"1263","oct8","Pennsylvania","Luzerne","Dallas","Misericordia University",3,"LuzernePennsylvania",0.0133956278334179,"Primarily in person","2566","Private nonprofit, 4-year",0.00116913484021824
