"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"4638","dec11","New York","Nassau","Garden City","Nassau Community College",61,"NassauNew York","0.0500971314531986","Primarily online","17406","Public, 2-year"
"4642","dec11","New York","Nassau","Syosset","New York College of Health Professions",9,"NassauNew York","0.0500971314531986","Undetermined","473","Private nonprofit, 4-year"
"4645","dec11","New York","Nassau","Old Westbury","New York Institute of Technology",23,"NassauNew York","0.0500971314531986","Primarily online","7173","Private nonprofit, 4-year"
"4648","dec11","New York","New York","New York City","New York School of Interior Design",1,"New YorkNew York","0.215068281199922","Hybrid","537","Private nonprofit, 4-year"
"4649","dec11","New York","New York","New York City","New York University",790,"New YorkNew York","0.215068281199922","Hybrid","51847","Private nonprofit, 4-year"
"4650","dec11","New York","Niagara","Sanborn","Niagara County Community College",103,"NiagaraNew York","0.0256975071793426","Primarily online","5047","Public, 2-year"
"4651","dec11","New York","Niagara","Niagara","Niagara University",198,"NiagaraNew York","0.0256975071793426","Fully in person","3763","Private nonprofit, 4-year"
"4653","dec11","New York","New York","New York City","Nyack College",9,"New YorkNew York","0.215068281199922","Primarily online","2351","Private nonprofit, 4-year"
"4654","dec11","New York","Onondaga","Syracuse","Onondaga Community College",59,"OnondagaNew York","0.0302804606886009","Hybrid","9834","Public, 2-year"
"4655","dec11","New York","Orange","Middletown","Orange County Community College",15,"OrangeNew York","0.0491972774977919","Primarily online","6617","Public, 2-year"
"4656","dec11","New York","New York","New York City","Pace University",144,"New YorkNew York","0.215068281199922","Primarily online","13326","Private nonprofit, 4-year"
"4660","dec11","New York","New York","New York City","Pratt Institute",12,"New YorkNew York","0.215068281199922","Primarily online","5015","Private nonprofit, 4-year"
"4661","dec11","New York","Rensselaer","Troy","Rensselaer Polytechnic Institute",34,"RensselaerNew York","0.0148128079438487","Primarily online","7895","Private nonprofit, 4-year"
"4662","dec11","New York","Monroe","Rochester","Roberts Wesleyan College",34,"MonroeNew York","0.0286719603111477","Primarily online","1739","Private nonprofit, 4-year"
"4663","dec11","New York","Monroe","Rochester","Rochester Institute of Technology",140,"MonroeNew York","0.0286719603111477","Primarily in person","16463","Private nonprofit, 4-year"
"4665","dec11","New York","Rockland","Suffern","Rockland Community College",20,"RocklandNew York","0.0721479239630558","Primarily online","6859","Public, 2-year"
"4697","dec11","New York","Westchester","Bronxville","Sarah Lawrence College",12,"WestchesterNew York","0.0589081618098492","Primarily online","1709","Private nonprofit, 4-year"
"4698","dec11","New York","Schenectady","Schenectady","Schenectady County Community College",16,"SchenectadyNew York","0.0217065145300356","Primarily online","5231","Public, 2-year"
"4699","dec11","New York","Albany","Loudonville","Siena College",189,"AlbanyNew York","0.0241959241389694","Primarily in person","3221","Private nonprofit, 4-year"
"4700","dec11","New York","Saratoga","Saratoga Springs","Skidmore College",21,"SaratogaNew York","0.0133340294001209","Hybrid","2613","Private nonprofit, 4-year"
"4702","dec11","New York","Cattaraugus","St. Bonaventure","St. Bonaventure University",156,"CattaraugusNew York","0.0209414454064138","Primarily in person","2379","Private nonprofit, 4-year"
"4704","dec11","New York","Monroe","Rocheser","St. John Fisher College",105,"MonroeNew York","0.0286719603111477","Primarily in person","3712","Private nonprofit, 4-year"
"4709","dec11","New York","St. Lawrence","Canton","St. Lawrence University",17,"St. LawrenceNew York","0.0111936142565435","Hybrid","2522","Private nonprofit, 4-year"
"4710","dec11","New York","Rockland","Sparkill","St. Thomas Aquinas College",40,"RocklandNew York","0.0721479239630558","Primarily in person","2000","Private nonprofit, 4-year"
"4711","dec11","New York","Suffolk","Stony Brook","Stony Brook University",645,"SuffolkNew York","0.0481125232882817","Primarily online","26256","Public, 4-year"
"4713","dec11","New York","Sullivan","Loch Sheldrake","Sullivan County Community College",3,"SullivanNew York","0.0314985682468979","Primarily online","1534","Public, 2-year"
"4715","dec11","New York","Onondaga","Syracuse","Syracuse University",801,"OnondagaNew York","0.0302804606886009","Hybrid","22803","Private nonprofit, 4-year"
"4721","dec11","New York","Tompkins","Dryden","Tompkins Cortland Community College",45,"TompkinsNew York","0.0142004306126444","Primarily online","2373","Public, 2-year"
"4723","dec11","New York","Erie","Buffalo","Trocaire College",25,"ErieNew York","0.0340502143241225","Primarily online","1349","Private nonprofit, 4-year"
"4724","dec11","New York","Ulster","Stone Ridge","Ulster County Community College",9,"UlsterNew York","0.023105990212476","Primarily online","3554","Public, 2-year"
"4726","dec11","New York","Nassau","Kings Point","United States Merchant Marine Academy",3,"NassauNew York","0.0500971314531986","Undetermined","1015","Public, 4-year"
"4728","dec11","New York","Monroe","Rochester","University of Rochester",96,"MonroeNew York","0.0286719603111477","Hybrid","11817","Private nonprofit, 4-year"
"4730","dec11","New York","Oneida","Utica","Utica College",73,"OneidaNew York","0.0309002890615775","Hybrid","5196","Private nonprofit, 4-year"
"4731","dec11","New York","Dutchess","Poughkeepsie","Vassar College",50,"DutchessNew York","0.0293285930840397","Hybrid","2456","Private nonprofit, 4-year"
"4732","dec11","New York","New York","New York City","Vaughn College of Aeronautics and Technology",7,"New YorkNew York","0.215068281199922","Hybrid","1542","Private nonprofit, 4-year"
"4734","dec11","New York","New York","New York City","Wagner College",40,"New YorkNew York","0.215068281199922","Hybrid","2218","Private nonprofit, 4-year"
"4735","dec11","New York","Nassau","Glen Cove","Webb Institute",0,"NassauNew York","0.0500971314531986","Primarily in person","104","Private nonprofit, 4-year"
"4737","dec11","New York","Cayuga","Aurora","Wells College",6,"CayugaNew York","0.017290012536565","Primarily in person","471","Private nonprofit, 4-year"
"4739","dec11","New York","New York","New York City","Yeshiva University",5,"New YorkNew York","0.215068281199922","Primarily in person","6479","Private nonprofit, 4-year"
"4740","dec11","North Carolina","Watauga","Boone","Appalachian State University",1284,"WataugaNorth Carolina","0.0393933460312939","Primarily online","19108","Public, 4-year"
"4741","dec11","North Carolina","Wilson","Wilson","Barton College",108,"WilsonNorth Carolina","0.0554271952665615","Primarily in person","1059","Private nonprofit, 4-year"
"4742","dec11","North Carolina","Gaston","Belmont","Belmont Abbey College",66,"GastonNorth Carolina","0.0524252991818429","Primarily in person","1556","Private nonprofit, 4-year"
"4743","dec11","North Carolina","Transylvania","Brevard","Brevard College",20,"TransylvaniaNorth Carolina","0.0182637778100916","Primarily in person","702","Private nonprofit, 4-year"
"4744","dec11","North Carolina","Harnett","Bules Creek","Campbell University",149,"HarnettNorth Carolina","0.0342119197505442","Primarily online","6448","Private nonprofit, 4-year"
"4745","dec11","North Carolina","Mecklenburg","Charlotte","Carolinas College of Health Sciences",18,"MecklenburgNorth Carolina","0.0443407339628011","Primarily online","467","Public, 4-year"
"4746","dec11","North Carolina","Rowan","Salisbury","Catawba College",40,"RowanNorth Carolina","0.0470483080907607","Primarily online","1294","Private nonprofit, 4-year"
"4747","dec11","North Carolina","Hertford","Murfreesboro","Chowan University",25,"HertfordNorth Carolina","0.0466697639059002","Primarily online","1399","Private nonprofit, 4-year"
"4748","dec11","North Carolina","Mecklenburg","Davidson","Davidson College",48,"MecklenburgNorth Carolina","0.0443407339628011","Hybrid","1843","Private nonprofit, 4-year"
"4749","dec11","North Carolina","Durham","Durham","Duke University",267,"DurhamNorth Carolina","0.0386670731100383","Hybrid","16606","Private nonprofit, 4-year"
"4750","dec11","North Carolina","Durham","Durham","Durham Technical Community College",11,"DurhamNorth Carolina","0.0386670731100383","Primarily online","5434","Public, 2-year"
"4751","dec11","North Carolina","Pitt","Greenville","East Carolina University",1588,"PittNorth Carolina","0.0500049794735037","Fully online","28718","Public, 4-year"
"4752","dec11","North Carolina","Pasquotank","Elizabeth City","Elizabeth City State University",75,"PasquotankNorth Carolina","0.0312625552430695","Hybrid","1677","Public, 4-year"
"4753","dec11","North Carolina","Alamance","Elon","Elon University",927,"AlamanceNorth Carolina","0.0482983204431623","Primarily in person","6991","Private nonprofit, 4-year"
"4754","dec11","North Carolina","Cumberland","Fayetteville","Fayetteville State University",156,"CumberlandNorth Carolina","0.0319693361429947","Primarily online","6318","Public, 4-year"
"4755","dec11","North Carolina","Cleveland","Boiling Springs","Gardner-Webb University",166,"ClevelandNorth Carolina","0.050762146875351","Primarily in person","3598","Private nonprofit, 4-year"
"4756","dec11","North Carolina","Guilford","Greensboro","Greensboro College",43,"GuilfordNorth Carolina","0.0359678614378209","Primarily in person","1026","Private nonprofit, 4-year"
"4757","dec11","North Carolina","Guilford","Greensboro","Guilford College",36,"GuilfordNorth Carolina","0.0359678614378209","Primarily in person","1576","Private nonprofit, 4-year"
"4758","dec11","North Carolina","Guilford","High Point","High Point University",153,"GuilfordNorth Carolina","0.0359678614378209","Fully in person","5137","Private nonprofit, 4-year"
"4762","dec11","North Carolina","Catawba","Hickory","Lenoir-Rhyne University",54,"CatawbaNorth Carolina","0.0513754222787698","Primarily in person","2700","Private nonprofit, 4-year"
"4763","dec11","North Carolina","Rowan","Salisbury","Livingstone College",1,"RowanNorth Carolina","0.0470483080907607","Hybrid","1148","Private nonprofit, 4-year"
"4764","dec11","North Carolina","Madison","Mars Hill","Mars Hill University",62,"MadisonNorth Carolina","0.0283612962537348","Primarily online","1154","Private nonprofit, 4-year"
"4765","dec11","North Carolina","Wake","Raleigh","Meredith College",62,"WakeNorth Carolina","0.0309904736719493","Primarily in person","1905","Private nonprofit, 4-year"
"4766","dec11","North Carolina","Cumberland","Fayetteville","Methodist University",37,"CumberlandNorth Carolina","0.0319693361429947","Fully in person","2092","Private nonprofit, 4-year"
"4767","dec11","North Carolina","Buncombe","Montreat","Montreat College",48,"BuncombeNorth Carolina","0.0248706884999866","Hybrid","921","Private nonprofit, 4-year"
"4769","dec11","North Carolina","Durham","Durham","North Carolina Central University",137,"DurhamNorth Carolina","0.0386670731100383","Hybrid","8207","Public, 4-year"
"4770","dec11","North Carolina","Wake","Raleigh","North Carolina State University",1426,"WakeNorth Carolina","0.0309904736719493","Fully online","35479","Public, 4-year"
"4771","dec11","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",70,"NashNorth Carolina","0.0520583681520287","Primarily in person","2034","Private nonprofit, 4-year"
"4772","dec11","North Carolina","Stanly","Misenheimer","Pfeiffer University",53,"StanlyNorth Carolina","0.0536732159347833","Primarily in person","1365","Private nonprofit, 4-year"
"4773","dec11","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",2,"MecklenburgNorth Carolina","0.0443407339628011","Fully online","2536","Private nonprofit, 4-year"
"4775","dec11","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina","0.0410311408728861","Fully online","842","Private nonprofit, 4-year"
"4776","dec11","North Carolina","Wake","Raleigh","Shaw University",30,"WakeNorth Carolina","0.0309904736719493","Hybrid","1411","Private nonprofit, 4-year"
"4777","dec11","North Carolina","Wayne","Mount Olive","University of Mount Olive",91,"WayneNorth Carolina","0.0517253981531864","Primarily online","3208","Private nonprofit, 4-year"
"4779","dec11","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",33,"ForsythNorth Carolina","0.0410311408728861","Primarily in person","1042","Public, 4-year"
"4781","dec11","North Carolina","Orange","Chapel Hill","University of North Carolina, Chapel Hill",1513,"OrangeNorth Carolina","0.0286443600312508","Fully online","30011","Public, 4-year"
"4782","dec11","North Carolina","Mecklenburg","Charlotte","University of North Carolina, Charlotte",1086,"MecklenburgNorth Carolina","0.0443407339628011","Primarily online","29710","Public, 4-year"
"4783","dec11","North Carolina","Guilford","Greensboro","University of North Carolina, Greensboro",329,"GuilfordNorth Carolina","0.0359678614378209","Primarily online","20106","Public, 4-year"
"4784","dec11","North Carolina","Robeson","Pembroke","University of North Carolina, Pembroke",459,"RobesonNorth Carolina","0.0613818181818182","Primarily in person","7137","Public, 4-year"
"4785","dec11","North Carolina","Forsyth","Winston-Salem","Wake Forest University",650,"ForsythNorth Carolina","0.0410311408728861","Primarily online","8401","Private nonprofit, 4-year"
"4786","dec11","North Carolina","Wake","Raleigh","Wake Technical Community College",68,"WakeNorth Carolina","0.0309904736719493","Primarily online","21872","Public, 2-year"
"4787","dec11","North Carolina","Buncombe","Swannanoa","Warren Wilson College",2,"BuncombeNorth Carolina","0.0248706884999866","Primarily in person","741","Private nonprofit, 4-year"
