"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"1392","oct8","Tennessee","Bradley","Cleveland","Cleveland State Community College",41,"BradleyTennessee","0.029035241883267","Hybrid","3264","Public, 2-year"
"1393","oct8","Tennessee","Maury","Columbia","Columbia State Community College",46,"MauryTennessee","0.0269953416954569","Primarily online","6221","Public, 2-year"
"1394","oct8","Tennessee","Wilson","Lebanon","Cumberland University",50,"WilsonTennessee","0.026704549382332","Other","2405","Private nonprofit, 4-year"
"1395","oct8","Tennessee","Dyer","Dyersburg","Dyersburg State Community College",36,"DyerTennessee","0.0430312979358971","Primarily online","2977","Public, 2-year"
"1396","oct8","Tennessee","Washington","Johnson City","East Tennessee State University",240,"WashingtonTennessee","0.019887922705314","Primarily online","14317","Public, 4-year"
"1397","oct8","Tennessee","Madison","Jackson","Jackson State Community College",39,"MadisonTennessee","0.0331278576094056","Primarily online","4862","Public, 2-year"
"1402","oct8","Tennessee","Claiborne","Harrogate","Lincoln Memorial University",72,"ClaiborneTennessee","0.0144560217779029","Primarily in person","4798","Private nonprofit, 4-year"
"1403","oct8","Tennessee","Davidson","Nashville","Lipscomb University",90,"DavidsonTennessee","0.0429161672505993","Primarily in person","4620","Private nonprofit, 4-year"
"1405","oct8","Tennessee","Rutherford","Murfreesboro","Middle Tennessee State University",277,"RutherfordTennessee","0.0300284394420452","Hybrid","21631","Public, 4-year"
"1407","oct8","Tennessee","Moore","Tullahoma","Motlow State Community College",26,"MooreTennessee","0.031750924784217","Primarily online","6886","Public, 2-year"
"1408","oct8","Tennessee","Davidson","Nashville","Nashville State Community College",35,"DavidsonTennessee","0.0429161672505993","Hybrid","8284","Public, 2-year"
"1409","oct8","Tennessee","Sullivan","Blountville","Northeast State Community College",41,"SullivanTennessee","0.0156680223305631","Hybrid","6139","Public, 2-year"
"1410","oct8","Tennessee","Knox","Knoxville","Pellissippi State Community College",23,"KnoxTennessee","0.0232377161592386","Primarily online","10894","Public, 2-year"
"1411","oct8","Tennessee","Shelby","Memphis","Rhodes College",5,"ShelbyTennessee","0.0346928932547702","Fully online","2036","Private nonprofit, 4-year"
"1412","oct8","Tennessee","Roane","Harriman","Roane State Community College",48,"RoaneTennessee","0.0186954404106253","Hybrid","5688","Public, 2-year"
"1413","oct8","Tennessee","Hamilton","Collegedale","Southern Adventist University",19,"HamiltonTennessee","0.0280856108144555","Fully in person","2942","Private nonprofit, 4-year"
"1414","oct8","Tennessee","Shelby","Memphis","Southwest Tennessee Community College",25,"ShelbyTennessee","0.0346928932547702","Primarily online","9347","Public, 2-year"
"1441","oct8","Tennessee","Davidson","Nashville","Tennessee State University",1,"DavidsonTennessee","0.0429161672505993","Hybrid","7774","Public, 4-year"
"1442","oct8","Tennessee","Putnam","Cookeville","Tennessee Technological University",408,"PutnamTennessee","0.0453486198517042","Primarily in person","10186","Public, 4-year"
"1444","oct8","Tennessee","Davidson","Nashville","Trevecca Nazarene University",9,"DavidsonTennessee","0.0429161672505993","Primarily in person","3927","Private nonprofit, 4-year"
"1445","oct8","Tennessee","Greene","Greenville","Tusculum University",5,"GreeneTennessee","0.0182136703875834","Primarily in person","1735","Private nonprofit, 4-year"
"1446","oct8","Tennessee","Madison","Jackson","Union University",62,"MadisonTennessee","0.0331278576094056","Primarily in person","3247","Private nonprofit, 4-year"
"1447","oct8","Tennessee","Shelby","Memphis","University of Memphis",256,"ShelbyTennessee","0.0346928932547702","Primarily online","21458","Public, 4-year"
"1449","oct8","Tennessee","Hamilton","Chattanooga ","University of Tennessee, Chattanooga",478,"HamiltonTennessee","0.0280856108144555","Primarily in person","11638","Public, 4-year"
"1450","oct8","Tennessee","Weakley","Martin","University of Tennessee, Martin",266,"WeakleyTennessee","0.039306289006241","Hybrid","7048","Public, 4-year"
"1451","oct8","Tennessee","Knox","Knoxville","University of Tennessee, Knoxville",1562,"KnoxTennessee","0.0232377161592386","Hybrid","28894","Public, 4-year"
"1452","oct8","Tennessee","Davidson","Nashville","Vanderbilt University",252,"DavidsonTennessee","0.0429161672505993","Other","12824","Private nonprofit, 4-year"
"1453","oct8","Tennessee","Sumner","Gallatin","Volunteer State Community College",54,"SumnerTennessee","0.0268607246854138","Primarily online","9154","Public, 2-year"
"1454","oct8","Tennessee","Hamblen","Morristown","Walters State Community College",23,"HamblenTennessee","0.0322481288693135","Primarily online","6144","Public, 2-year"
"1455","oct8","Texas","Taylor","Abilene","Abilene Christian University",101,"TaylorTexas","0.0240737789240332","Primarily in person","5204","Private nonprofit, 4-year"
"1456","oct8","Texas","Tom Green","San Angelo","Angelo State University",127,"Tom GreenTexas","0.0329865771812081","Hybrid","10387","Public, 4-year"
"1457","oct8","Texas","Grayson","Sherman","Austin College",77,"GraysonTexas","0.0147490676298711","Primarily in person","1299","Private nonprofit, 4-year"
"1459","oct8","Texas","McLennan","Waco","Baylor University",1102,"McLennanTexas","0.03396421988676","Hybrid","17217","Private nonprofit, 4-year"
"1460","oct8","Texas","Washington","Brenham","Blinn College",158,"WashingtonTexas","0.0181985396577671","Hybrid","21623","Public, 2-year"
"1461","oct8","Texas","Brazoria","Richwood","Brazosport College",1,"BrazoriaTexas","0.0311491353696856","Hybrid","4311","Public, 4-year"
"1463","oct8","Texas","Travis","Austin","Concordia University Texas",5,"TravisTexas","0.0235463760857927","Hybrid","2568","Private nonprofit, 4-year"
"1464","oct8","Texas","Dallas","Dallas","Dallas Baptist University",46,"DallasTexas","0.033635159111157","Hybrid","4766","Private nonprofit, 4-year"
"1465","oct8","Texas","Harrison","Marshall","East Texas Baptist University",1,"HarrisonTexas","0.0141090559403783","Hybrid","1613","Private nonprofit, 4-year"
"1466","oct8","Texas","Galveston","Galveston","Galveston College",4,"GalvestonTexas","0.0346379687787712","Hybrid","2429","Public, 2-year"
"1467","oct8","Texas","Grayson","Dension","Grayson College",19,"GraysonTexas","0.0147490676298711","Hybrid","4372","Public, 2-year"
"1468","oct8","Texas","Taylor","Abilene","Hardin-Simmons University",16,"TaylorTexas","0.0240737789240332","Hybrid","2344","Private nonprofit, 4-year"
"1469","oct8","Texas","Hill","Hillsboro","Hill College",8,"HillTexas","0.0197276869764523","Primarily online","4447","Public, 2-year"
"1470","oct8","Texas","Harris","Houston","Houston Baptist University",2,"HarrisTexas","0.0316960956437335","Hybrid","3432","Private nonprofit, 4-year"
"1472","oct8","Texas","Jefferson","Beaumont","Lamar University",163,"JeffersonTexas","0.0306401923956035","Primarily in person","14783","Public, 4-year"
"1473","oct8","Texas","Webb","Laredo","Laredo College",0,"WebbTexas","0.0516931018029871","Undetermined","10181","Public, 2-year"
"1474","oct8","Texas","Gregg","Longview","LeTourneau University",47,"GreggTexas","0.0234297470652305","Primarily in person","3175","Private nonprofit, 4-year"
"1475","oct8","Texas","Lubbock","Lubbock","Lubbock Christian University",25,"LubbockTexas","0.0420840457354082","Primarily in person","1805","Private nonprofit, 4-year"
"1476","oct8","Texas","McLennan","Waco","McLennan Community College",101,"McLennanTexas","0.03396421988676","Hybrid","8955","Public, 2-year"
"1477","oct8","Texas","Taylor","Abilene","McMurry University",10,"TaylorTexas","0.0240737789240332","Hybrid","1132","Private nonprofit, 4-year"
"1478","oct8","Texas","Midland","Midland","Midland College",16,"MidlandTexas","0.0230727470141151","Primarily online","5452","Public, 4-year"
"1479","oct8","Texas","Wichita","Wichita Falls","Midwestern State University",51,"WichitaTexas","0.0160175451864176","Primarily online","6102","Public, 4-year"
"1480","oct8","Texas","Ector","Odessa","Odessa College",29,"EctorTexas","0.0310847475981062","Undetermined","7083","Public, 2-year"
"1482","oct8","Texas","Harris","Houston","Rice University",105,"HarrisTexas","0.0316960956437335","Hybrid","7124","Private nonprofit, 4-year"
"1484","oct8","Texas","Walker","Huntsville","Sam Houston State University",476,"WalkerTexas","0.0519110331501555","Hybrid","21213","Public, 4-year"
"1485","oct8","Texas","Kerr","Kerriville","Schreiner University",22,"KerrTexas","0.0118631178707224","Primarily in person","1418","Private nonprofit, 4-year"
"1486","oct8","Texas","Hidalgo","McAllen","South Texas College",154,"HidalgoTexas","0.0379402951743223","Hybrid","31949","Public, 4-year"
"1487","oct8","Texas","Dallas","Dallas","Southern Methodist University",665,"DallasTexas","0.033635159111157","Hybrid","11649","Private nonprofit, 4-year"
"1490","oct8","Texas","Nacogdoches","Nacogdoches","Stephen F. Austin State University",231,"NacogdochesTexas","0.0254278878596405","Hybrid","13144","Public, 4-year"
"1491","oct8","Texas","Brewster","Alpine","Sul Ross State University",82,"BrewsterTexas","0.0242312289470825","Primarily in person","2739","Public, 4-year"
"1492","oct8","Texas","Erath","Stephenville","Tarleton State University",277,"ErathTexas","0.0211251112464284","Primarily in person","13109","Public, 4-year"
"1501","oct8","Texas","Tarrant","Fort Worth","Texas Christian University",1167,"TarrantTexas","0.0253467870621613","Hybrid","10918","Private nonprofit, 4-year"
"1502","oct8","Texas","Smith","Tyler","Texas College",1,"SmithTexas","0.0224875510738944","Fully online","1042","Private nonprofit, 4-year"
"1503","oct8","Texas","Guadalupe","Seguin","Texas Lutheran University",9,"GuadalupeTexas","0.0223378304674342","Primarily in person","1443","Private nonprofit, 4-year"
"1504","oct8","Texas","Harris","Houston","Texas Southern University",1,"HarrisTexas","0.0316960956437335","Hybrid","9732","Public, 4-year"
"1505","oct8","Texas","Hays","San Marcos","Texas State University",674,"HaysTexas","0.0261000647288556","Primarily in person","38644","Public, 4-year"
"1506","oct8","Texas","Lubbock","Lubbock","Texas Tech University",1768,"LubbockTexas","0.0420840457354082","Primarily in person","38209","Public, 4-year"
"1509","oct8","Texas","Tarrant","Fort Worth","Texas Wesleyan University",31,"TarrantTexas","0.0253467870621613","Hybrid","2236","Private nonprofit, 4-year"
"1511","oct8","Texas","Bexar","San Antonia","Trinity University",13,"BexarTexas","0.0295300251453168","Hybrid","2637","Private nonprofit, 4-year"
"1512","oct8","Texas","Smith","Tyler","Tyler Junior College",97,"SmithTexas","0.0224875510738944","Hybrid","10106","Public, 4-year"
"1513","oct8","Texas","Dallas","Irving","University of Dallas",8,"DallasTexas","0.033635159111157","Hybrid","2542","Private nonprofit, 4-year"
"1514","oct8","Texas","Harris","Houston","University of Houston",245,"HarrisTexas","0.0316960956437335","Primarily online","46324","Public, 4-year"
"1515","oct8","Texas","Harris","Houston","University of Houston-Clear Lake",46,"HarrisTexas","0.0316960956437335","Primarily online","8961","Public, 4-year"
"1516","oct8","Texas","Harris","Houston","University of Houston-Downtown",15,"HarrisTexas","0.0316960956437335","Primarily online","14265","Public, 4-year"
"1517","oct8","Texas","Victoria","Victoria","University of Houston-Victoria",30,"VictoriaTexas","0.0446874592763129","Primarily online","4336","Public, 4-year"
"1519","oct8","Texas","Denton","Denton","University of North Texas",277,"DentonTexas","0.0156479829397198","Hybrid","38241","Public, 4-year"
"1521","oct8","Texas","Dallas","Dallas","University of North Texas, Dallas",10,"DallasTexas","0.033635159111157","Primarily online","3757","Public, 4-year"
"1531","oct8","Texas","Tarrant","Arlington","University of Texas, Arlington",104,"TarrantTexas","0.0253467870621613","Hybrid","47899","Public, 4-year"
"1532","oct8","Texas","Travis","Austin","University of Texas, Austin",1361,"TravisTexas","0.0235463760857927","Hybrid","51832","Public, 4-year"
"1533","oct8","Texas","Dallas","Dallas","University of Texas, Dallas",50,"DallasTexas","0.033635159111157","Hybrid","28755","Public, 4-year"
"1534","oct8","Texas","El Paso","El Paso","University of Texas, El Paso",197,"El PasoTexas","0.0314952373462593","Primarily online","25151","Public, 4-year"
"1535","oct8","Texas","Bexar","San Antonio","University of Texas, San Antonio",19,"BexarTexas","0.0295300251453168","Hybrid","32264","Public, 4-year"
"1536","oct8","Texas","Smith","Tyler","University of Texas, Tyler",96,"SmithTexas","0.0224875510738944","Hybrid","10206","Public, 4-year"
"1537","oct8","Texas","Bexar","San Antonio","University of the Incarnate Word",37,"BexarTexas","0.0295300251453168","Primarily online","8263","Private nonprofit, 4-year"
"1538","oct8","Texas","Hale","Plainview","Wayland Baptist University",51,"HaleTexas","0.0601388972040951","Primarily in person","4504","Private nonprofit, 4-year"
"1540","oct8","Utah","Utah","Provo","Brigham Young University",1801,"UtahUtah","0.0338962804624078","Primarily in person","34499","Private nonprofit, 4-year"
"1541","oct8","Utah","Washington","St. George","Dixie State University",110,"WashingtonUtah","0.0205681587780756","Primarily in person","9950","Public, 4-year"
"1542","oct8","Utah","Salt Lake","Salt Lake City","Salt Lake Community College",124,"Salt LakeUtah","0.0300610890552438","Primarily online","29156","Public, 2-year"
"1543","oct8","Utah","Sanpete","Ephraim","Snow College",8,"SanpeteUtah","0.0082097029638967","Fully in person","5514","Public, 4-year"
"1544","oct8","Utah","Iron","Cedar City","Southern Utah University",41,"IronUtah","0.0148252156312114","Primarily online","10196","Public, 4-year"
"1545","oct8","Utah","Salt Lake","Salt Lake City","University of Utah",694,"Salt LakeUtah","0.0300610890552438","Primarily online","33023","Public, 4-year"
"1546","oct8","Utah","Cache","Logan","Utah State University",638,"CacheUtah","0.0243356795984067","Hybrid","27932","Public, 4-year"
"1547","oct8","Utah","Utah","Orem","Utah Valley University",311,"UtahUtah","0.0338962804624078","Primarily online","39931","Public, 4-year"
"1548","oct8","Utah","Weber","Ogden","Weber State University",88,"WeberUtah","0.0178891907783239","Hybrid","28247","Public, 4-year"
"1550","oct8","Vermont","Bennington","Bennington","Bennington College",3,"BenningtonVermont","0.00352410487736115","Hybrid","811","Private nonprofit, 4-year"
"1551","oct8","Vermont","Rutland","Castleton","Castleton University",2,"RutlandVermont","0.0022512072313588","Fully online","2196","Public, 4-year"
"1552","oct8","Vermont","Chittenden","Burlington","Champlain College",2,"ChittendenVermont","0.0052450327890874","Hybrid","4531","Private nonprofit, 4-year"
"1553","oct8","Vermont","Windham","Putney","Landmark College",1,"WindhamVermont","0.00305527923831178","Primarily in person","519","Private nonprofit, 4-year"
"1554","oct8","Vermont","Addison","Middlebury","Middlebury College",4,"AddisonVermont","0.00301819071702423","Hybrid","2611","Private nonprofit, 4-year"
"1557","oct8","Vermont","Washington","Northfield","Norwich University",5,"WashingtonVermont","0.00133541063877142","Primarily in person","3986","Private nonprofit, 4-year"
"1558","oct8","Vermont","Chittenden","Colchester","Saint Michael's College",1,"ChittendenVermont","0.0052450327890874","Primarily in person","1950","Private nonprofit, 4-year"
"1559","oct8","Vermont","Chittenden","Burlington","University of Vermont",22,"ChittendenVermont","0.0052450327890874","Hybrid","13395","Public, 4-year"
"1560","oct8","Vermont","Orange","Randolph","Vermont Technical College",1,"OrangeVermont","0.000865291430153676","Hybrid","1638","Public, 4-year"
"1563","oct8","Virginia","Tazewell","Bluefield","Bluefield College",70,"TazewellVirginia","0.00847394999384161","Hybrid","1156","Private nonprofit, 4-year"
"1564","oct8","Virginia","Rockingham","Bridgewater","Bridgewater College",35,"RockinghamVirginia","0.01910967930883","Primarily in person","1857","Private nonprofit, 4-year"
"1567","oct8","Virginia","Charlotte","Harrisonburg","Eastern Mennonite University",12,"CharlotteVirginia","0.0125420875420875","Primarily in person","1444","Private nonprofit, 4-year"
"1570","oct8","Virginia","Franklin","Ferrum","Ferrum College",41,"FranklinVirginia","0.00774419185610792","Other","1124","Private nonprofit, 4-year"
"1571","oct8","Virginia","Fairfax","Fairfax","George Mason University",72,"FairfaxVirginia","0.0186896748848834","Hybrid","37316","Public, 4-year"
"1572","oct8","Virginia","Prince Edward","Hampden-Sydney","Hampden-Sydney College",58,"Prince EdwardVirginia","0.027409876326638","Fully in person","1072","Private nonprofit, 4-year"
"1574","oct8","Virginia","Roanoke","Roanoke","Hollins University",1,"RoanokeVirginia","0.0105642027477544","Primarily in person","805","Private nonprofit, 4-year"
"1575","oct8","Virginia","Rockingham","Harrisonburg","James Madison University",1527,"RockinghamVirginia","0.01910967930883","Fully online","21751","Public, 4-year"
"1576","oct8","Virginia","Campbell","Lynchburg","Liberty University",506,"CampbellVirginia","0.00903707752573563","Primarily in person","79152","Private nonprofit, 4-year"
"1577","oct8","Virginia","Prince Edward","Farmville","Longwood University",59,"Prince EdwardVirginia","0.027409876326638","Primarily in person","4911","Public, 4-year"
"1579","oct8","Virginia","Arlington","Arlington","Marymount University",12,"ArlingtonVirginia","0.0172393409952627","Hybrid","3418","Private nonprofit, 4-year"
"1583","oct8","Virginia","Campbell","Lynchburg","Randolph College",1,"CampbellVirginia","0.00903707752573563","Primarily online","626","Private nonprofit, 4-year"
"1584","oct8","Virginia","Hanover","Ashland","Randolph-Macon College",32,"HanoverVirginia","0.0130003897333111","Primarily online","1488","Private nonprofit, 4-year"
"1585","oct8","Virginia","Roanoke","Salem","Roanoke College",67,"RoanokeVirginia","0.0105642027477544","Hybrid","2014","Private nonprofit, 4-year"
"1586","oct8","Virginia","Frederick","Winchester","Shenandoah University",28,"FrederickVirginia","0.0107151254576601","Hybrid","3817","Private nonprofit, 4-year"
"1588","oct8","Virginia","Amherst","Sweet Briar","Sweet Briar College",9,"AmherstVirginia","0.0137320044296788","Primarily in person","337","Private nonprofit, 4-year"
"1591","oct8","Virginia","Henrico","Richmond","University of Richmond",20,"HenricoVirginia","0.0169791244732753","Primarily in person","4002","Private nonprofit, 4-year"
"1593","oct8","Virginia","Wise","Wise","University of Virginia's College, Wise",13,"WiseVirginia","0.0121980579407752","Primarily online","2065","Public, 4-year"
"1594","oct8","Virginia","Richmond","Richmond","Virginia Commonwealth University",294,"RichmondVirginia","0.0390114152720825","Primarily in person","30697","Public, 4-year"
"1595","oct8","Virginia","Washington","Abingdon","Virginia Highlands Community College",4,"WashingtonVirginia","0.0122813546706364","Primarily online","2387","Public, 2-year"
"1598","oct8","Virginia","Montgomery","Blacksburg","Virginia Tech",1115,"MontgomeryVirginia","0.0221038209773177","Primarily in person","34683","Public, 4-year"
"1599","oct8","Virginia","Richmond","Richmond","Virginia Union University",6,"RichmondVirginia","0.0390114152720825","Undetermined","1552","Private nonprofit, 4-year"
"1601","oct8","Virginia","Rockbridge","Lexington","Washington and Lee University",52,"RockbridgeVirginia","0.00571479200815133","Primarily in person","2223","Private nonprofit, 4-year"
"1603","oct8","Washington, D.C.","Washington, D.C.","Washington","American University",26,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","14311","Private nonprofit, 4-year"
"1604","oct8","Washington, D.C.","Washington, D.C.","Washington","Catholic University of America",50,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","5956","Private nonprofit, 4-year"
"1605","oct8","Washington, D.C.","Washington, D.C.","Washington","Gallaudet University",1,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","1557","Private nonprofit, 4-year"
"1606","oct8","Washington, D.C.","Washington, D.C.","Washington","George Washington University",18,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","28172","Private nonprofit, 4-year"
"1607","oct8","Washington, D.C.","Washington, D.C.","Washington","Georgetown University",147,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","19204","Private nonprofit, 4-year"
"1608","oct8","Washington, D.C.","Washington, D.C.","Washington","Howard University",15,"Washington, D.C.Washington, D.C.","0.022241618479091","Fully online","9139","Private nonprofit, 4-year"
"1609","oct8","Washington, D.C.","Washington, D.C.","Washington","Trinity Washington University",0,"Washington, D.C.Washington, D.C.","0.022241618479091","Primarily online","1782","Private nonprofit, 4-year"
"1610","oct8","Washington, D.C.","Washington, D.C.","Washington","University of the District of Columbia",2,"Washington, D.C.Washington, D.C.","0.022241618479091","Primarily online","4244","Public, 4-year"
"1611","oct8","Washington","King","Bellevue","Bellevue College",0,"KingWashington","0.0104040248901136","Fully online","13226","Public, 4-year"
"1613","oct8","Washington","Snohomish","Bothell","Cascadia College",0,"SnohomishWashington","0.0103176929823388","Primarily online","3396","Public, 4-year"
"1614","oct8","Washington","Kittitas","Ellensburg","Central Washington University",53,"KittitasWashington","0.011849379367894","Primarily in person","12342","Public, 4-year"
"1615","oct8","Washington","Lewis","Centralia","Centralia College",4,"LewisWashington","0.00753342337095915","Primarily online","3167","Public, 4-year"
"1616","oct8","Washington","Clark","Vancouver","Clark College",1,"ClarkWashington","0.00763557341558779","Primarily online","9878","Public, 4-year"
"1617","oct8","Washington","Pierce","Lakewood","Clover Park Technical College",3,"PierceWashington","0.0103560299675131","Primarily online","3905","Public, 4-year"
"1618","oct8","Washington","Franklin","Pasco","Columbia Basin College",7,"FranklinWashington","0.048035117934931","Primarily online","7034","Public, 4-year"
"1619","oct8","Washington","Spokane","Cheney","Eastern Washington University",102,"SpokaneWashington","0.0147858255004801","Primarily online","12633","Public, 4-year"
"1621","oct8","Washington","Snohomish","Everett","Everett Community College",4,"SnohomishWashington","0.0103176929823388","Primarily online","7957","Public, 2-year"
"1622","oct8","Washington","Thurston","Olympia","Evergreen State College",0,"ThurstonWashington","0.00473263210066911","Primarily online","3327","Public, 4-year"
"1623","oct8","Washington","Spokane","Spokane","Gonzaga University",65,"SpokaneWashington","0.0147858255004801","Hybrid","7563","Private nonprofit, 4-year"
"1624","oct8","Washington","Grays Harbor","Aberdeen","Grays Harbor College",2,"Grays HarborWashington","0.00740730872223925","Primarily in person","1868","Public, 4-year"
"1625","oct8","Washington","King","Auburn","Green River College",3,"KingWashington","0.0104040248901136","Primarily online","8471","Public, 4-year"
"1626","oct8","Washington","King","Des Moines","Highline College",2,"KingWashington","0.0104040248901136","Primarily online","6530","Public, 4-year"
"1627","oct8","Washington","King","Kirkland","Lake Washington Institute of Technology",1,"KingWashington","0.0104040248901136","Primarily online","3670","Public, 4-year"
"1628","oct8","Washington","Cowlitz","Longview","Lower Columbia College",1,"CowlitzWashington","0.00643802048954274","Primarily online","2819","Public, 2-year"
"1629","oct8","Washington","King","Seattle","North Seattle College",2,"KingWashington","0.0104040248901136","Primarily online","5929","Public, 4-year"
"1630","oct8","Washington","Whatcom","Bellingham","Northwest Indian College",2,"WhatcomWashington","0.00623345125563257","Fully online","535","Public, 4-year"
"1631","oct8","Washington","Kitsap","Bremerton","Olympic College",1,"KitsapWashington","0.00488446364831862","Primarily online","6620","Public, 4-year"
"1632","oct8","Washington","Pierce","Tacoma","Pacific Lutheran University",1,"PierceWashington","0.0103560299675131","Hybrid","3207","Private nonprofit, 4-year"
"1633","oct8","Washington","Clallam","Port Angeles","Peninsula College",0,"ClallamWashington","0.00311647334186807","Undetermined","2052","Public, 4-year"
"1635","oct8","Washington","King","Renton","Renton Technical College",1,"KingWashington","0.0104040248901136","Fully online","3546","Public, 4-year"
"1637","oct8","Washington","King","Seattle","Seattle Central College",1,"KingWashington","0.0104040248901136","Primarily online","6802","Public, 4-year"
"1638","oct8","Washington","King","Seattle","Seattle Pacific University",1,"KingWashington","0.0104040248901136","Hybrid","3688","Private nonprofit, 4-year"
"1639","oct8","Washington","King","Seattle","Seattle University",6,"KingWashington","0.0104040248901136","Primarily online","7291","Private nonprofit, 4-year"
"1640","oct8","Washington","Skagit","Mount Vernon","Skagit Valley College",1,"SkagitWashington","0.00888510506559344","Primarily online","5159","Public, 4-year"
"1641","oct8","Washington","King","Seattle","South Seattle College",1,"KingWashington","0.0104040248901136","Primarily online","6177","Public, 4-year"
"1642","oct8","Washington","Spokane","Spokane","Spokane Community College",11,"SpokaneWashington","0.0147858255004801","Primarily in person","10375","Public, 4-year"
"1643","oct8","Washington","Spokane","Spokane","Spokane Falls Community College",2,"SpokaneWashington","0.0147858255004801","Primarily online","5184","Public, 4-year"
"1644","oct8","Washington","Pierce","Tacoma","Tacoma Community College",1,"PierceWashington","0.0103560299675131","Primarily online","6242","Public, 4-year"
"1645","oct8","Washington","Pierce","Tacoma","University of Puget Sound",9,"PierceWashington","0.0103560299675131","Fully online","2666","Private nonprofit, 4-year"
"1646","oct8","Washington","King","Seattle","University of Washington",527,"KingWashington","0.0104040248901136","Primarily online","47400","Public, 4-year"
"1649","oct8","Washington","Walla Walla","Walla Walla","Walla Walla Community College",2,"Walla WallaWashington","0.0156023699802502","Hybrid","3860","Public, 4-year"
"1650","oct8","Washington","Whitman","Pullman","Washington State University",263,"WhitmanWashington","0.0284807600191601","Primarily online","31478","Public, 4-year"
"1651","oct8","Washington","Chelan","Wenatchee","Wenatchee Valley College",2,"ChelanWashington","0.027940414507772","Fully online","3444","Public, 4-year"
"1652","oct8","Washington","Whatcom","Bellingham","Western Washington University",4,"WhatcomWashington","0.00623345125563257","Primarily online","16121","Public, 4-year"
"1653","oct8","Washington","Whatcom","Bellingham","Whatcom Community College",6,"WhatcomWashington","0.00623345125563257","Primarily online","4263","Public, 4-year"
"1654","oct8","Washington","Walla Walla","Walla Walla","Whitman College",2,"Walla WallaWashington","0.0156023699802502","Primarily online","1475","Private nonprofit, 4-year"
"1655","oct8","Washington","Spokane","Spokane","Whitworth University",26,"SpokaneWashington","0.0147858255004801","Primarily in person","2776","Private nonprofit, 4-year"
"1657","oct8","West Virginia","Barbour","Philippi","Alderson Broaddus University",27,"BarbourWest Virginia","0.00705553190195244","Primarily in person","911","Private nonprofit, 4-year"
"1659","oct8","West Virginia","Mercer","Bluefield","Bluefield State College",8,"MercerWest Virginia","0.00750536097212294","Primarily in person","1275","Public, 4-year"
"1662","oct8","West Virginia","Marion","Fairmont","Fairmont State University",32,"MarionWest Virginia","0.00554644029105436","Hybrid","3947","Public, 4-year"
"1663","oct8","West Virginia","Gilmer","Glenville ","Glenville State College",24,"GilmerWest Virginia","0.0062635817461332","Primarily in person","1586","Public, 4-year"
"1664","oct8","West Virginia","Cabell","Huntington","Marshall University",97,"CabellWest Virginia","0.0101147425091087","Primarily online","13204","Public, 4-year"
"1666","oct8","West Virginia","Mineral","Keyser","Potomac State College of West Virginia University",2,"MineralWest Virginia","0.00666220038707756","Primarily in person","1340","Public, 4-year"
"1669","oct8","West Virginia","Kanawha","Charleston","University of Charleston",29,"KanawhaWest Virginia","0.0166457074846736","Primarily in person","2623","Private nonprofit, 4-year"
"1670","oct8","West Virginia","Ohio","West Liberty","West Liberty University",29,"OhioWest Virginia","0.00946608389075366","Primarily online","2526","Public, 4-year"
"1672","oct8","West Virginia","Kanawha","Institute","West Virginia State University",38,"KanawhaWest Virginia","0.0166457074846736","Hybrid","3692","Public, 4-year"
"1673","oct8","West Virginia","Monongalia","Morgantown","West Virginia University",638,"MonongaliaWest Virginia","0.0200640078778927","Primarily online","26864","Public, 4-year"
"1674","oct8","West Virginia","Fayette","Montgomery","West Virginia University Institute of Technology",2,"FayetteWest Virginia","0.0156581615809084","Primarily in person","1755","Public, 4-year"
"1675","oct8","West Virginia","Wood","Parkersburg","West Virginia University, Parkersburg",1,"WoodWest Virginia","0.00463373165066213","Primarily online","2403","Public, 4-year"
"1676","oct8","West Virginia","Upshur","Buckhannon","West Virginia Wesleyan College",1,"UpshurWest Virginia","0.00603904698874917","Primarily online","1294","Private nonprofit, 4-year"
"1679","oct8","Wisconsin","Rock","Beloit","Beloit College",21,"RockWisconsin","0.0192098142683987","Hybrid","1275","Private nonprofit, 4-year"
"1680","oct8","Wisconsin","Waukesha","Waukesha","Carroll University",62,"WaukeshaWisconsin","0.0227066932542962","Primarily in person","3352","Private nonprofit, 4-year"
"1681","oct8","Wisconsin","Kenosha","Kenosha","Carthage College",37,"KenoshaWisconsin","0.0251001114643108","Primarily in person","2872","Private nonprofit, 4-year"
"1682","oct8","Wisconsin","Ozaukee","Mequon","Concordia University Wisconsin",25,"OzaukeeWisconsin","0.0183589065354569","Primarily in person","6374","Private nonprofit, 4-year"
"1683","oct8","Wisconsin","Dane","Madison","Edgewood College",65,"DaneWisconsin","0.0205032056265376","Hybrid","2190","Private nonprofit, 4-year"
"1684","oct8","Wisconsin","Sheboygan","Plymouth","Lakeland University",17,"SheboyganWisconsin","0.0219178082191781","Primarily online","2497","Private nonprofit, 4-year"
